,Event Number,Occurred/Discovered Date and Time,Product Category,Product Type,Volume Released,Latitude,Longitude,Gas,Liquid,Miscellaneous,Amine,Butane,Condensate,Contaminated Water,Crude Oil - Sour,Crude Oil - Sweet,Crude Oil - Synthetic,Diesel Fuel,Drilling Fluid,Fuel Gas,Gasoline,Glycol,Hydrogen Sulphide,Jet Fuel,Lube Oil,Mixed HVP Hydrocarbons,Natural Gas - Sour,Natural Gas - Sweet,Natural Gas Liquids,Odourant,Potassium Carbonate,Potassium Hydroxide (caustic solution),Produced Water,Propane,Pulp slurry,Sulphur,Sulphur Dioxide,Waste Oil,Water
407,INC2014-044,2014-03-15 03:00:00,Liquid,Crude Oil - Sweet,1.75,49.450607,-103.338728,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,INC2009-015,2009-02-20 09:00:00,Gas,Natural Gas - Sour,0.0001,56.72686,-121.81832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
653,INC2017-198,2017-12-12 04:30:00,Gas,Propane,0.94,56.145647,-120.671581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
562,INC2016-109,2016-08-25 03:30:00,Gas,Natural Gas - Sweet,113.55,55.55101914,-122.4538759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350,INC2013-088,2013-06-10 11:00:00,Gas,Natural Gas - Sweet,0.3,45.279238,-66.006686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
466,INC2015-023,2015-03-03 09:14:00,Gas,Natural Gas Liquids,0.015,49.539039,-99.288393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
693,INC2019-008,2019-01-15 02:15:00,Gas,Natural Gas - Sweet,2866.0,56.37079958,-119.9226624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
533,INC2016-018,2016-02-03 04:04:00,Gas,Natural Gas - Sour,853.0,56.146137,-120.670787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,INC2009-106,2009-09-22 02:08:00,Gas,Natural Gas - Sour,68.0,56.14625,-120.66917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
692,INC2019-001,2019-01-01 08:00:00,Gas,Natural Gas - Sweet,735.8,56.14630285,-120.6691693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
511,INC2015-114,2015-09-30 06:40:00,Gas,Natural Gas - Sweet,1.0,49.325059,-102.297403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
382,INC2013-155,2013-11-16 04:30:00,Gas,Natural Gas - Sweet,500.0,45.273315,-66.063308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,INC2014-147,2014-12-03 08:07:00,Gas,Natural Gas - Sweet,0.01,53.032311,-111.221031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
599,INC2017-043,2017-03-20 03:45:00,Liquid,Crude Oil - Synthetic,10.0,53.54740268,-113.3557137,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,INC2020-002,2020-01-14 01:15:00,Liquid,Crude Oil - Sweet,29.0,50.48066052,-105.867038,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,INC2014-031,2014-02-16 07:45:00,Liquid,Crude Oil - Sweet,5.0,53.547403,-113.355714,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,INC2010-061,2010-06-22 12:00:00,Liquid,Crude Oil - Sour,25.0,52.13984,-109.80493,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,INC2017-053,2017-04-15 05:45:00,Liquid,Lube Oil,1.75,50.69834843,-111.5306333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,INC2016-103,2016-08-26 02:18:00,Liquid,Lube Oil,1.5,50.696946,-111.53471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,INC2016-023,2016-02-12 02:00:00,Gas,Natural Gas - Sweet,0.5,44.6777652,-63.5970225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
646,INC2017-189,2017-11-21 08:00:00,Gas,Natural Gas - Sweet,2.05,55.78756,-120.53231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
716,INC2020-036,2020-04-09 10:15:00,Gas,Natural Gas - Sweet,9100.0,53.77239,-116.91948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
484,INC2015-063,2015-05-25 01:30:00,Gas,Propane,2.0,55.79306,-120.52312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
710,INC2019-124,2019-11-13 11:38:00,Liquid,Crude Oil - Sweet,6.0,52.641861660000004,-111.2642622,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,INC2015-108,2015-09-14 12:45:00,Gas,Natural Gas Liquids,0.0001,50.482928,-104.586263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204,INC2011-073,2011-05-06 03:00:00,Gas,Natural Gas - Sweet,10.0,53.60098,-116.46762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
584,INC2017-001,2017-01-01 11:00:00,Gas,Natural Gas - Sour,201.0,55.33159692,-121.6381581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
479,INC2015-051,2015-05-09 02:25:00,Gas,Butane,262.0,56.146,-120.671,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,INC2017-196,2017-12-09 11:10:00,Gas,Natural Gas - Sweet,835.91,52.72947567,-122.4419765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
587,INC2017-010,2017-01-26 04:30:00,Miscellaneous,Sulphur,0.4,55.56909171,-121.9446616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
613,INC2017-076,2017-06-10 11:05:00,Gas,Natural Gas - Sweet,1995.0,45.603401,-73.861893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
505,INC2015-107,2015-09-13 03:06:00,Gas,Natural Gas - Sweet,9744.0,53.195074,-111.90868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
493,INC2015-082,2015-07-10 12:00:00,Miscellaneous,Sulphur,1.8,55.56909171,-121.9446616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
406,INC2014-043,2014-03-14 01:32:00,Gas,Natural Gas - Sweet,0.001,52.635343,-111.267485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
213,INC2011-094,2011-06-16 08:55:00,Gas,Natural Gas - Sweet,0.0001,56.254,-120.716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138,INC2010-096,2010-09-06 12:20:00,Gas,Natural Gas - Sweet,3.0,51.50897,-113.86985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
541,INC2016-028,2016-03-23 04:00:00,Gas,Natural Gas - Sweet,1.0,45.8618104,-66.5829674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
598,INC2017-042,2017-03-18 10:46:00,Gas,Natural Gas - Sweet,26278.0336,55.649905,-122.207216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
596,INC2017-036,2017-03-06 01:00:00,Gas,Natural Gas Liquids,0.001,55.94382999,-120.19327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
542,INC2016-033,2016-03-29 03:45:00,Gas,Natural Gas - Sweet,913.0,56.83,-120.404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
597,INC2017-039,2017-03-13 03:00:00,Gas,Natural Gas - Sweet,25000.0,56.36,-119.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570,INC2016-118,2016-09-28 02:00:00,Gas,Natural Gas - Sweet,16645.0,52.72947567,-122.4419765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,INC2013-146,2013-10-17 04:30:00,Gas,Natural Gas - Sweet,16500000.0,56.514327,-113.679868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
480,INC2015-054,2015-05-10 11:37:00,Gas,Natural Gas - Sweet,1.0,52.640194,-122.447333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
545,INC2016-034,2016-04-05 01:00:00,Gas,Natural Gas - Sweet,716.0,45.17170605,-61.61267605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
607,INC2017-063,2017-05-09 05:00:00,Miscellaneous,Sulphur,0.156,55.56909171,-121.9446616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,INC2010-019,2010-02-10 06:00:00,Gas,Natural Gas - Sweet,300.0,45.18676,-66.54595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
649,INC2017-191,2017-11-27 01:30:00,Gas,Natural Gas - Sweet,22272.0,49.95917767,-120.9160278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
608,INC2017-067,2017-05-17 10:20:00,Gas,Natural Gas Liquids,0.001,49.55051633,-106.0029569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,INC2013-168,2013-12-05 01:00:00,Gas,Natural Gas - Sweet,0.017,49.7951,-92.762674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,INC2008-113,2008-11-30 08:45:00,Miscellaneous,Glycol,2.0,55.5692,-121.94446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,INC2008-072,2008-07-09 12:00:00,Gas,Natural Gas - Sweet,800.0,49.31834,-102.28983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
580,INC2016-146,2016-12-14 07:00:00,Gas,Natural Gas - Sweet,0.1,49.75034152,-84.13337202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,INC2010-153,2010-12-08 05:00:00,Gas,Natural Gas - Sweet,2.8,50.39316667,-104.4093611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473,INC2015-036,2015-04-07 06:20:00,Gas,Natural Gas - Sweet,1.0,49.78942,-92.76552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
717,INC2020-039,2020-04-23 08:00:00,Gas,Natural Gas - Sweet,129636.35,54.48310727,-118.0999325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
593,INC2017-027,2017-02-21 05:00:00,Gas,Natural Gas - Sweet,5798.4,56.14410425,-120.6639331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
455,INC2014-153,2014-12-16 10:42:00,Liquid,Crude Oil - Sweet,173.6,50.482408,-104.575209,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,INC2013-016,2013-02-01 12:30:00,Gas,Natural Gas - Sweet,1000.0,44.375026,-65.031085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
527,INC2016-015,2015-12-19 03:38:00,Gas,Natural Gas - Sweet,15.23,56.6442,-120.81235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
362,INC2013-111,2013-07-12 09:10:00,Gas,Natural Gas - Sweet,0.0001,45.9627,-66.6432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
719,INC2020-045,2020-04-30 07:55:00,Liquid,Crude Oil - Sweet,50.0,51.64917,-108.21167,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,INC2012-131,2012-09-26 01:00:00,Gas,Natural Gas - Sweet,10.0,50.0747,-100.00049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
410,INC2014-048,2014-03-27 05:00:00,Gas,Natural Gas - Sweet,1110.0,50.78931,-112.46998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
662,INC2018-012,2018-01-31 12:30:00,Gas,Natural Gas - Sweet,17260.0,53.10047466,-115.3642386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
575,INC2016-125,2016-10-24 04:00:00,Gas,Natural Gas - Sweet,10.0,46.1614081,-65.349648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
582,INC2016-148,2016-12-19 10:00:00,Gas,Natural Gas - Sweet,72.0,58.65324554,-122.6848231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,INC2012-003,2012-01-04 12:30:00,Gas,Natural Gas - Sweet,6.0,43.37273,-79.83172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250,INC2012-016,2012-01-24 08:00:00,Liquid,Crude Oil - Sweet,90.0,49.07801,-122.20215,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,INC2017-186,2017-11-17 06:15:00,Gas,Natural Gas - Sweet,18337.0,54.67505,-111.98999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,INC2013-104,2013-07-02 04:30:00,Liquid,Crude Oil - Sweet,1.59,52.653959,-111.268469,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,INC2015-016,2015-02-08 02:00:00,Gas,Natural Gas - Sweet,0.06,54.524331,-112.665961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
520,INC2015-133,2015-11-20 03:00:00,Gas,Natural Gas - Sour,0.001,56.393465,-121.3719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,INC2013-064,2013-04-18 02:45:00,Liquid,Crude Oil - Sweet,4.0,51.865344,-109.026045,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,INC2018-035,2018-04-26 10:00:00,Gas,Natural Gas - Sour,6541.0,58.6547225,-122.6857797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
218,INC2011-109,2011-07-19 01:00:00,Gas,Natural Gas - Sweet,113.0,45.37514774,-62.452671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163,INC2010-147,2010-12-01 08:30:00,Gas,Natural Gas - Sweet,0.5,45.886624,-66.551134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
573,INC2016-121,2016-10-13 11:30:00,Gas,Natural Gas - Sweet,50.0,48.870172,-88.458775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,INC2010-055,2010-06-02 08:00:00,Gas,Natural Gas - Sweet,0.1,54.093481,-116.62138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
636,INC2017-175,2017-10-28 12:00:00,Gas,Propane,0.001,50.39,-104.323019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
571,INC2016-119,2016-10-02 05:15:00,Gas,Natural Gas - Sweet,448.0,51.836784,-121.511133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,INC2009-055,2009-06-29 09:00:00,Liquid,Crude Oil - Sweet,1.8,44.06958,-77.92945,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,INC2017-051,2017-04-08 06:00:00,Miscellaneous,Contaminated Water,3.0,58.65432778,-122.6855556,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,INC2018-068,2018-06-25 03:10:00,Gas,Natural Gas - Sour,199.0,54.892,-120.668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530,INC2016-001,2016-01-01 10:00:00,Gas,Natural Gas - Sweet,1.21,44.276915,-76.876379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,INC2015-100,2015-08-25 08:00:00,Gas,Natural Gas - Sweet,0.01,44.889561,-75.295674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
464,INC2015-020,2015-02-24 07:20:00,Gas,Natural Gas - Sweet,396.0,45.17170605,-61.61267605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404,INC2014-033,2014-02-18 05:10:00,Gas,Natural Gas - Sweet,30001.0,52.49217,-114.98816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
715,INC2020-017,2020-02-13 05:00:00,Gas,Natural Gas - Sweet,22702.0,52.98812718,-112.1913827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
720,INC2020-050,2020-05-23 04:27:00,Gas,Natural Gas - Sweet,86.0,50.38248,-114.226414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,INC2017-184,2017-11-19 10:00:00,Gas,Natural Gas - Sweet,0.01,53.50812123,-122.6078953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
632,INC2017-169,2017-10-18 03:00:00,Gas,Natural Gas - Sweet,10.0,54.63,-118.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
522,INC2015-135,2015-11-23 05:30:00,Miscellaneous,Sulphur,58.0,58.66,-122.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
281,INC2012-086,2012-07-10 11:50:00,Gas,Natural Gas - Sweet,5.0,54.83015,-118.64728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
513,INC2015-118,2015-10-15 09:15:00,Liquid,Crude Oil - Sweet,30.0,49.752443,-101.241633,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,INC2009-095,2009-09-12 01:00:00,Gas,Natural Gas - Sweet,3420000.0,47.912847,-79.987089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
651,INC2017-194,2017-12-05 11:00:00,Gas,Natural Gas - Sweet,7552.0,54.04370807,-117.4205423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,INC2014-013,2014-01-15 03:40:00,Gas,Natural Gas - Sweet,190.0,58.653246,-122.684823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418,INC2014-061,2014-04-24 11:00:00,Gas,Natural Gas - Sweet,0.0001,49.586667,-83.159167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,INC2013-094,2013-06-14 12:00:00,Gas,Natural Gas - Sweet,0.3,45.1291,-66.819134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
690,INC2018-183,2018-12-13 01:40:00,Gas,Natural Gas - Sour,55.0,55.572723,-121.940853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444,INC2014-124,2014-10-02 03:50:00,Miscellaneous,Sulphur,0.382,55.5724,-121.9442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
706,INC2019-109,2019-10-08 07:26:00,Liquid,Crude Oil - Synthetic,8.0,53.54740268,-113.3557137,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,INC2015-055,2015-05-11 10:30:00,Gas,Natural Gas - Sweet,0.1,49.78942,-92.76552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
641,INC2017-183,2017-11-08 09:30:00,Gas,Natural Gas - Sweet,23758.0,49.95917767,-120.9160278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
617,INC2017-093,2017-07-04 10:00:00,Gas,Natural Gas - Sweet,1.0,49.32403226,-102.2963632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,INC2013-097,2013-06-19 11:00:00,Gas,Natural Gas - Sour,0.0001,59.20186,-121.596498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
628,INC2017-161,2017-09-28 05:30:00,Gas,Natural Gas Liquids,0.01,51.875,-109.033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
645,INC2017-188,2017-11-21 03:00:00,Gas,Natural Gas - Sweet,1.0,54.52823203,-118.1594179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
685,INC2018-145,2018-10-14 09:13:00,Gas,Natural Gas - Sweet,10.0,56.37079958,-119.9226624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207,INC2011-075,2011-05-12 04:15:00,Liquid,Crude Oil - Sweet,4.0,45.72466,-73.69588,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,INC2011-163,2011-10-19 04:15:00,Gas,Propane,0.001,63.261177,-123.402616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,INC2009-134,2009-12-08 01:24:00,Liquid,Condensate,3.0,53.271222,-109.943083,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,INC2009-105,2009-09-22 09:57:00,Liquid,Crude Oil - Sweet,4.75,49.544443,-99.320678,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,INC2015-010,2015-01-25 02:45:00,Gas,Natural Gas - Sweet,0.01,49.58574,-83.16674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,INC2009-076,2009-08-01 03:52:00,Gas,Natural Gas - Sweet,2.9,53.58571,-116.43392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
